zone_id,ndvi_mean,ndvi_std,sar_vv_mean,sar_vh_mean,lst_mean,rain_mean
417,0.5807,0.0419,-8.3763,-13.9279,31.9633,923.3499
418,0.5774,0.0546,-8.4966,-14.8353,33.4724,919.1077
419,0.5488,0.0518,-9.7701,-16.0519,32.2214,914.964
420,0.5955,0.0481,-9.2788,-15.3394,29.495,953.61
421,0.638,0.048,-10.2443,-15.5225,29.686,957.0142
422,0.6114,0.0486,-9.2996,-14.4527,29.0033,960.451
423,0.6292,0.0426,-9.5541,-15.1572,30.8176,963.9034
424,0.6267,0.0492,-9.2938,-15.1283,30.2021,967.3541
425,0.6605,0.0617,-9.4916,-14.8239,29.4527,970.7862
426,0.5886,0.044,-9.0441,-15.1721,29.5402,974.1827
427,0.5373,0.0473,-8.3149,-14.5103,30.2262,977.5273
428,0.6326,0.0601,-8.7666,-14.8311,30.8413,980.8039
429,0.5698,0.0662,-10.0976,-16.587,29.6536,983.9968
430,0.6205,0.0545,-9.1436,-15.2311,31.0703,987.0911
431,0.584,0.0668,-9.7088,-16.2675,30.4004,990.0721
432,0.5561,0.0699,-8.2512,-13.7387,29.9446,992.926
433,0.568,,-8.0038,-13.7319,30.2631,995.6395
434,0.6249,0.0748,-8.1684,-13.4536,,998.2003
435,0.623,0.0787,-8.9783,-15.7929,29.7712,1000.5965
436,0.5361,0.0817,-8.1333,-13.1824,30.1837,1002.8172
437,,0.1034,-8.697,-15.4832,31.205,1004.8521
438,,0.0745,-9.2293,-15.8284,30.7658,1006.6919
439,0.4828,,-7.7306,-14.041,30.1555,1008.3282
440,0.5256,0.0625,-7.6827,-13.0288,31.1956,1009.7531
441,0.5075,0.0902,-7.5981,-13.4853,31.203,1010.9598
442,0.5182,0.093,-8.8709,-14.9928,30.7661,1011.9424
443,0.4702,0.0932,-7.4742,-13.8705,30.1649,1012.6957
444,0.4387,0.1138,-8.852,-15.54,30.2164,1013.2153
445,0.4188,0.1118,-7.9793,-13.413,30.6161,1013.4979
446,0.4574,0.1031,-8.9607,-14.5613,29.6077,1013.5409
447,0.4849,,-8.7852,-14.109,31.1377,1013.3423
448,0.4935,0.115,-10.6007,-16.4023,31.305,1012.9015
449,0.5855,0.1022,-8.9659,-16.287,30.0859,1012.2181
450,0.5557,0.0922,-8.7143,-15.3366,30.3837,1011.2931
451,0.4771,,-9.1794,-14.947,30.8252,1010.1278
452,0.5343,0.0949,-7.5114,-13.6962,31.233,1008.7248
453,0.5095,0.1079,-9.9112,-16.1906,30.9434,1007.0871
454,0.5202,0.1246,-9.4962,-16.0478,28.9221,1005.2187
455,,0.0963,-9.8319,-15.3581,29.7343,1003.1244
456,0.5691,0.0844,-9.6195,-15.3914,30.1914,1000.8099
457,0.5375,0.0772,-8.401,-14.1504,29.57,998.2814
458,0.6005,0.0957,-8.098,-14.4148,30.921,995.5463
459,0.5192,0.0654,-9.8913,-15.8032,30.824,992.6124
460,0.572,0.0906,-9.9549,-16.6238,29.3629,989.4885
461,0.6824,0.0911,-10.3431,-16.408,29.773,986.1842
462,0.5938,0.0838,-8.408,-15.672,29.4511,982.71
463,,0.0732,-8.5862,-15.3703,29.8273,979.0768
464,0.6003,0.0798,-9.592,-15.7531,29.8661,975.2966
465,0.6249,0.0723,-10.6422,-15.4547,30.6445,971.3821
466,0.6039,0.0582,-10.5827,-17.4831,29.6232,967.3466
467,0.603,0.0871,-9.4069,-16.0287,28.6843,963.2044
468,0.5816,0.0582,-9.1038,-14.9954,29.4033,958.9703
469,0.6321,0.0693,-11.1902,-16.3055,29.8738,954.6599
470,0.582,0.0287,-9.7826,-15.6815,30.2347,950.2893
471,0.6429,0.071,-8.2137,-13.8627,30.8897,945.8755
472,0.659,0.0714,-9.6601,-15.8289,30.2899,941.4357
473,0.6284,,-8.2675,-14.5228,30.3817,936.9881
474,0.5995,0.0573,-8.9088,-14.8677,30.7302,932.551
475,0.6252,0.056,-10.2606,-16.5897,30.8057,928.1434
476,0.5897,,-9.5893,-15.2271,31.336,923.7844
477,0.6335,0.0542,-9.4175,-16.2207,31.5088,919.4937
478,0.5158,,-10.0341,-15.5891,32.4824,915.291
479,0.5677,0.0396,-10.0042,-15.9845,31.6786,911.1963
480,0.5478,,-8.0294,-14.1367,,957.4359
481,0.5661,0.0528,-9.9344,-16.7559,29.4193,960.6671
482,0.6778,0.0349,-8.2074,-14.6973,30.2988,963.9147
483,,0.037,-9.3378,-14.7385,29.7915,967.1627
484,0.5865,0.0407,-8.9293,-15.0336,30.5872,970.3955
485,0.55,0.0601,-8.382,-14.2428,29.339,973.5978
486,0.4857,0.0423,,-15.676,30.0741,976.7543
487,0.5762,0.0616,-8.2331,-14.2476,29.83,979.8502
488,0.688,0.0695,-10.2594,-16.9454,29.5092,982.8711
489,0.6014,0.0627,-8.2106,-14.1607,30.2699,985.803
490,0.5543,0.0792,-10.4834,-16.2981,31.4112,988.6325
491,0.5878,0.0667,-8.6428,-14.4825,29.9153,991.3466
492,0.4993,0.0711,-7.7375,-14.1893,30.4,993.933
493,0.5425,0.0651,-7.8899,-14.061,29.7317,996.3798
494,0.5513,0.0922,-9.4009,-15.1323,29.6786,998.676
495,0.537,0.0738,-9.28,-15.3857,30.1091,1000.811
496,0.5657,0.0901,-8.8851,-15.0288,30.3307,1002.7752
497,0.5419,0.0877,-8.1829,-13.2312,30.3683,1004.5594
498,0.5494,0.0785,-9.9628,-16.4383,30.4786,1006.1553
499,0.4904,0.0861,-8.3608,-13.8206,29.6197,1007.5551
500,0.5498,0.1121,-8.1213,-14.6987,30.2196,1008.7519
501,0.5757,0.0998,-8.6241,-14.2967,30.8752,1009.7395
502,0.4691,0.0869,-8.0112,-13.6571,29.731,1010.5124
503,0.4706,0.1039,-8.2923,-14.5475,,1011.0659
504,0.5586,0.0996,-8.95,-15.5587,30.6466,1011.3959
505,0.4974,0.1435,-10.1159,-17.1012,29.9561,1011.4991
506,0.5618,0.1059,-8.5149,-14.8225,30.581,1011.3731
507,0.4895,0.0981,-9.4424,-15.1793,29.411,1011.0159
508,0.5676,0.1195,-9.2038,-15.7427,30.8023,1010.4266
509,,0.08,-8.4213,-14.3728,30.4335,1009.6049
510,0.5264,0.1025,-7.7356,-14.4738,30.1926,1008.5511
511,0.583,0.1243,-8.9654,-15.0823,30.7808,1007.2665
512,0.5108,0.0977,,-15.1307,29.8578,1005.7531
513,0.493,0.0767,-10.2206,-16.2596,29.6382,1004.0136
514,0.5185,0.091,-8.9317,-15.1822,30.7911,1002.0516
515,0.5607,0.1113,-9.2368,-15.832,,999.8712
516,0.4864,0.0962,-8.2634,-14.5928,29.4893,997.4777
517,0.5811,0.0793,-9.7335,-16.2006,29.8183,994.8768
518,0.5407,0.0787,-9.5447,-16.2017,30.5045,992.0755
519,0.6148,0.0776,-8.55,-14.0086,29.832,989.0811
520,0.4796,0.086,-9.5112,-15.6913,30.2484,985.9021
521,0.5501,0.095,-10.3597,-17.4608,30.3848,982.5476
522,0.52,0.0888,-7.4606,-13.7722,29.6167,979.0278
523,0.5599,0.0788,-10.388,-15.9307,30.2564,975.3535
524,0.6079,0.0546,-9.594,-15.9746,30.0653,971.5364
525,0.5951,0.0519,-9.2756,-14.5267,29.4166,967.5891
526,0.5959,0.0716,-9.3433,-15.7717,29.6444,963.5251
527,0.6026,0.0465,-9.7074,-15.4557,29.9517,959.3586
528,0.6192,0.0575,-9.6956,-15.1773,31.0185,955.1044
529,0.5719,0.0616,-9.722,-15.4969,31.1693,950.7785
530,,0.0422,-10.4074,-17.0947,31.1856,946.3974
531,0.6384,0.0416,-7.7699,-14.2412,31.1544,941.9782
532,0.6256,0.051,-9.6367,-15.0517,31.3033,937.5389
533,0.6297,0.0567,-8.9495,-15.3518,31.3968,933.0979
534,0.6155,0.0621,-9.6573,-15.1694,31.6578,928.6743
535,0.6803,0.0556,-9.6326,-15.8478,31.8885,924.2877
536,0.5896,0.0484,,-15.5992,,919.958
537,0.5739,0.038,-10.5002,-17.1933,31.5242,915.7054
538,0.5482,0.0339,-9.3424,-15.6465,31.5829,911.5504
539,0.5283,0.0406,-9.4925,-15.9301,33.0672,907.5138
540,0.5828,0.0456,-8.2328,-14.12,30.6051,960.8763
541,0.5947,0.0469,-10.0453,-15.9987,28.3822,963.9158
542,0.6241,0.0201,-9.4682,-15.2368,30.6975,966.9575
543,0.6361,0.0385,-9.6453,-15.8905,29.8884,969.9874
544,0.6198,0.0652,-7.695,-14.1601,30.5232,972.9912
545,0.5814,0.0546,-9.4702,-15.3788,30.2989,975.9553
546,0.6418,0.0397,-8.2545,-14.7693,30.9378,978.866
547,0.6286,0.0882,-7.8626,-13.3233,30.2758,981.7102
548,0.5855,,-8.6953,-14.7526,29.4051,984.475
549,0.5584,0.071,-9.6256,-15.7886,30.2287,987.148
550,0.5989,0.0745,-9.5676,-15.3365,30.6654,989.7172
551,0.5769,0.0686,-7.7476,-13.7857,30.2843,992.1712
552,0.5039,0.0675,-9.4102,-16.2393,30.8597,994.499
553,0.5518,0.1048,-8.0621,-14.5928,30.4695,996.6901
554,0.5579,0.0944,,-13.7371,30.1877,998.7347
555,0.5047,0.0952,-8.0453,-14.0034,29.9213,1000.6233
556,0.542,0.095,-7.9672,-14.808,30.3574,1002.3472
557,0.4705,0.0786,,-14.9206,30.7263,1003.8982
558,0.577,0.1083,-9.143,-15.4226,29.4305,1005.2686
559,0.569,0.085,-7.8109,-14.2482,30.1325,1006.4516
560,0.5052,0.1004,-8.9136,-15.4861,,1007.4407
561,0.5268,0.079,-10.6442,-16.1443,30.1954,1008.23
562,0.4136,0.0755,-7.9653,-14.948,31.2559,1008.8144
563,0.4623,0.1049,-9.3591,-15.7778,29.7913,1009.1894
564,0.4961,0.0922,-8.2071,-14.1471,30.8848,1009.3511
565,0.4652,0.0785,-7.5218,-12.7326,32.1275,1009.296
566,0.5376,0.1091,-8.6815,-14.4046,31.2418,1009.0217
567,0.5907,0.1279,-7.9602,-14.3832,30.3987,1008.5261
568,0.4662,0.1188,,-13.9332,30.7809,1007.8079
569,0.483,0.0983,-7.6165,-14.294,29.3909,1006.8664
570,0.5297,0.1005,-9.8023,-15.6696,29.2164,1005.7017
571,0.5892,0.1099,-9.0253,-14.7814,30.1273,1004.3146
572,0.4808,0.1112,-8.5454,-14.9859,30.3022,1002.7066
573,0.5451,0.0919,-9.2998,-14.951,30.6771,1000.8799
574,0.6137,0.0945,-8.287,-14.544,29.6423,998.8376
575,0.4809,0.0956,-9.6127,-15.2651,30.0695,996.5834
576,0.5019,0.0963,-7.6662,-14.586,30.0268,994.1219
577,0.5426,0.0857,-7.6743,-13.5068,29.8393,991.4586
578,,0.0833,-9.1919,-15.398,29.8715,988.5999
579,0.6046,0.0986,-9.0159,-14.441,29.4098,985.5527
580,0.5877,0.0938,-8.5393,-14.5613,30.1098,982.3252
581,0.5128,0.0822,-10.4711,-15.8465,30.0906,978.9263
582,0.6098,0.0944,-10.5935,-16.3397,29.754,975.3659
583,0.5709,0.0663,-8.5549,-14.6186,30.4751,971.6548
584,0.6493,0.0877,-9.3504,-14.9566,30.7634,967.8045
585,0.5768,0.072,-9.754,-15.3569,30.6378,963.8277
586,0.5794,0.1022,-9.5605,-15.3246,,959.738
587,0.6286,0.0462,-11.4687,-18.6148,30.5008,955.5498
588,0.6387,0.0499,-9.6966,-16.1879,30.0186,951.2783
589,0.6264,0.061,-10.1252,-15.4331,30.7603,946.9396
590,0.5405,0.0588,-8.7615,-15.3895,30.3065,942.5509
591,0.6278,0.0756,-8.6682,-14.2269,31.7768,938.1298
592,0.5623,,-8.9666,-14.6134,31.65,933.6948
593,0.6095,,-9.0715,-15.4344,32.0502,929.265
594,0.5384,0.0622,-10.5424,-17.54,32.1754,924.8603
595,0.6075,0.0559,-8.826,-15.1104,,920.5008
596,0.5507,0.0353,-8.747,-13.708,31.678,916.2074
597,0.524,0.0634,-8.2051,-14.6367,33.1784,912.001
598,0.5953,0.0612,-7.4569,-13.8541,32.2359,907.903
599,0.5669,0.0539,-10.456,-16.9548,31.7236,903.935
600,0.6123,0.045,-9.4171,-14.8097,30.1635,963.9067
601,0.6919,0.0476,-9.6188,-15.7402,29.7247,966.7391
602,0.6122,0.0465,-8.8069,-15.1199,,969.5625
603,0.6263,0.0579,-8.8565,-14.1497,,972.3643
604,0.6302,0.0535,-8.9798,-14.6901,29.8795,975.132
605,0.5885,0.046,-7.8997,-14.3593,30.8923,977.8534
606,0.6255,0.0467,-9.5368,-16.1485,29.1371,980.5165
607,0.5782,0.0535,-9.4277,-14.8486,,983.1096
608,0.5756,0.0685,-9.3593,-15.3509,29.6854,985.6215
609,0.639,0.0687,-8.7797,-15.5542,28.9728,988.0412
610,0.5351,0.0749,-9.4328,-16.3243,30.8802,990.358
611,0.4726,0.0816,-8.4546,-15.0126,30.0817,992.562
612,0.626,0.0712,-8.5215,-15.1412,31.012,994.6432
613,0.6562,0.0994,-8.9995,-16.0226,,996.5925
614,0.531,0.0815,-7.6604,-14.2102,30.9147,998.4009
615,0.4632,0.0823,-8.4041,-14.8637,30.3055,1000.06
616,0.5221,0.0959,-7.5114,-13.7427,30.1397,1001.5618
617,0.5176,0.0705,-8.5302,-13.6838,30.6631,1002.8989
618,0.5165,0.0852,-8.4137,-14.5472,31.1631,1004.0642
619,0.4754,0.1084,-8.872,-14.9557,30.5753,1005.0512
620,0.5396,0.0774,-8.4615,-14.2068,30.1704,1005.8537
621,0.5347,0.1131,-7.9264,-14.0451,29.8506,1006.4664
622,0.452,0.119,-8.8714,-14.6713,30.6642,1006.884
623,0.5387,0.0972,,-14.0385,30.1747,1007.1021
624,0.5925,0.1057,-9.2994,-15.2382,30.4242,1007.1166
625,0.5177,0.1159,-8.1015,-12.7183,30.2797,1006.9241
626,0.4986,0.0968,,-14.7796,30.1087,1006.5218
627,0.5084,0.1125,-8.1547,-14.6955,30.5017,1005.9072
628,0.5414,,-8.8535,-14.6683,30.607,1005.0787
629,0.451,0.0948,-7.7524,-14.1483,31.4023,1004.0351
630,0.5307,0.0898,-9.9592,-15.7361,30.628,1002.7762
631,0.5131,0.102,-10.2828,-16.9704,31.0821,1001.3021
632,0.6076,0.1102,-9.6591,-16.213,29.591,999.6138
633,0.5321,0.0922,-10.3357,-16.1638,29.0828,997.7131
634,0.6114,0.077,-10.393,-15.8941,,995.6024
635,0.5065,0.077,-8.8446,-14.5932,30.5001,993.2851
636,0.5801,,-9.3958,-14.9687,30.3889,990.7653
637,0.5754,0.1072,-9.8219,-15.635,30.6874,988.048
638,0.5339,,-9.7881,-15.7018,28.4413,985.1391
639,0.5815,0.075,-9.9908,-16.2426,30.7288,982.0455
640,0.6284,0.0861,-8.2211,-13.8146,30.2039,978.775
641,0.5722,0.0712,-10.1517,-15.6393,29.1143,975.3363
642,0.5222,0.0667,-10.6364,-16.6679,30.5259,971.7392
643,0.5933,0.057,-8.9505,-15.0089,30.2577,967.9945
644,0.5615,0.0827,-9.7619,-14.9662,30.4625,964.1139
645,0.5868,0.0328,-7.9536,-13.9638,30.9244,960.1102
646,0.5993,0.0703,-9.9944,-15.9565,30.6877,955.9972
647,0.5356,0.0528,-8.8792,-14.6371,29.6634,951.7896
648,0.5396,0.0513,-8.6668,-14.7157,30.5915,947.5032
649,0.623,0.0745,-9.9207,-16.3309,29.849,943.1547
650,0.5813,0.0438,-10.0639,-15.8749,31.3626,938.7615
651,0.4971,0.0426,-8.8378,-14.8572,31.9759,934.3422
652,0.6275,0.0478,-8.9283,-14.0072,30.5655,929.9158
653,0.6025,0.0532,-10.4706,-16.0764,31.089,925.5024
654,0.5575,0.0421,-10.1961,-16.4939,31.1508,921.1225
655,0.5268,0.0279,-11.2717,-16.9072,31.6016,916.7972
656,0.6054,0.036,-8.7142,-14.5603,32.3191,912.5481
657,0.5775,0.0617,-9.3474,-14.6927,32.0058,908.3971
658,0.6495,0.0474,-9.2153,-15.4776,32.8637,904.3664
659,0.5608,0.0523,-10.3875,-16.2932,33.3109,900.4784
660,0.6559,0.0413,-9.9226,-15.9722,30.1851,966.5077
661,,0.039,-9.3464,-15.3172,28.9407,969.1218
662,0.6647,0.0698,-9.4239,-15.8665,30.5334,971.7183
663,0.6517,0.0503,-8.7168,-14.4288,30.6732,974.2861
664,0.6707,0.0502,-8.273,-14.064,30.8169,976.8144
665,0.5931,0.0718,-6.8574,-12.2148,29.8811,979.2924
666,0.5894,0.0532,-8.6276,-14.6326,29.613,981.7098
667,0.5803,0.058,-7.6637,-13.8696,29.5583,984.0562
668,0.6234,0.0685,-9.1708,-14.7761,29.5681,986.3219
669,0.6439,0.0717,-9.8045,-16.2016,30.311,988.4972
670,0.5578,0.078,-8.7115,-14.169,30.8812,990.5728
671,0.5514,0.1032,-9.6806,-15.1391,31.2179,992.5397
672,0.5734,0.0852,-8.3712,-13.7426,30.1965,994.3892
673,0.5438,0.0556,-8.9959,-14.8076,30.5102,996.1129
674,0.5848,0.0908,-9.9316,-16.1748,30.5079,997.7029
675,0.4502,0.09,-6.9839,-12.9293,30.2175,999.1515
676,,0.0925,-8.8152,-14.6251,31.0595,1000.4512
677,0.4978,0.0972,-9.7152,-15.9953,30.8462,1001.5951
678,0.4317,0.0958,-7.7139,-13.0473,30.7153,1002.5766
679,0.4821,0.0973,-9.0494,-14.7594,30.8385,1003.3893
680,0.4808,0.1067,-7.6349,-14.0811,30.9782,1004.0273
681,0.507,0.094,-9.1402,-14.1987,30.9501,1004.4852
682,0.558,0.0901,-9.0378,-14.9891,30.055,1004.7578
683,0.5028,0.1383,-8.3854,-14.9324,31.0611,1004.8404
684,0.4714,,-8.2467,-14.6618,30.6367,1004.7287
685,0.5111,0.1035,-8.1696,-13.4258,30.1787,1004.4191
686,0.5568,0.0841,-8.9217,-14.0092,30.533,1003.9081
687,0.4781,0.1029,-8.494,-13.9893,30.5503,1003.1931
688,0.4836,0.0894,-8.3881,-13.7285,30.9429,1002.2718
689,0.5459,0.0942,-8.8918,-14.2835,29.6169,1001.1427
690,0.5187,0.1106,-9.2331,-14.9546,30.9921,999.8047
691,0.558,0.1021,,-16.1757,,998.2577
692,0.5366,0.1014,-8.7672,-14.4972,29.8083,996.502
693,0.5705,,-9.2722,-14.9042,29.7548,994.5388
694,0.5065,0.1123,-9.6924,-16.0632,29.4476,992.3702
695,0.5531,0.0736,-8.3903,-14.0243,28.983,989.9989
696,0.5509,0.1037,-10.6008,-15.8715,30.4219,987.4287
697,0.5164,0.095,-8.1838,-14.287,31.2016,984.6643
698,0.5081,0.0869,-9.5514,-15.708,29.0508,981.7113
699,0.6034,0.067,-9.3077,-15.0694,29.4708,978.5762
700,0.5669,0.0762,-9.8993,-16.2242,30.5238,975.2668
701,,0.066,-10.9317,-17.5901,30.0898,971.7918
702,0.5857,0.0692,-9.7176,-15.1438,30.6752,968.161
703,0.6382,0.0631,-9.3391,-15.5646,30.1842,964.3852
704,0.5047,0.0391,-9.06,-15.0508,29.9809,960.4764
705,0.5381,0.0745,-9.7468,-16.0519,30.2911,956.4479
706,0.5623,0.0576,-11.3233,-16.6849,29.1079,952.3136
707,0.6581,0.0506,-10.7774,-16.3508,29.9745,948.0889
708,0.6105,0.0476,,-13.9918,31.3651,943.7901
709,0.6285,0.0568,-10.3508,-16.9408,31.6585,939.4345
710,,0.0401,-8.2941,-14.4676,31.9451,935.0404
711,0.5472,0.0224,-10.1378,-15.8527,31.5338,930.6269
712,0.6055,0.0532,-9.4878,-15.3935,30.0922,926.2142
713,0.5845,0.0536,-8.7901,-14.7356,31.2489,921.823
714,0.5977,0.0443,-9.8928,-15.787,32.6149,917.4748
715,0.5609,0.0325,-7.908,-13.5286,32.9887,913.1915
716,0.5712,0.0472,-9.0657,-15.0866,33.0304,908.9958
717,0.5573,0.0287,-8.7024,-14.4774,32.2705,904.9104
718,0.572,,-9.231,-15.7244,31.8274,900.9585
719,0.5624,0.0383,-8.4377,-13.1607,32.784,897.1631
720,0.5784,0.0566,-7.7208,-13.8628,,968.6662
721,0.5489,0.0448,-9.0106,-14.9088,30.5434,971.0545
722,0.6736,0.0466,-7.4464,-13.1632,29.8383,973.4194
723,0.6751,0.0784,,-15.4531,29.8098,975.7512
724,,0.0623,-8.0798,-14.0758,29.9415,978.0406
725,0.5396,0.0653,-8.2376,-14.2397,,980.2784
726,0.6105,0.0601,-9.4273,-15.8844,,982.4556
727,0.636,0.0606,-8.3515,-14.1322,29.7394,984.5632
728,0.6628,0.0448,-8.4736,-15.2982,29.6228,986.5927
729,0.6036,0.0859,-9.1263,-14.2499,31.1569,988.5357
730,,0.0828,-8.1293,-13.7328,29.4202,990.384
731,,0.0784,-8.2785,-13.9589,31.4501,992.1295
732,0.5603,0.0819,-8.4415,-15.3098,29.3756,993.7644
733,0.5407,0.0952,-8.4342,-14.8305,30.2171,995.2812
734,0.5053,0.0703,-8.4555,-13.7608,31.1879,996.6725
735,0.6216,0.0844,-8.6896,-12.614,30.6328,997.9311
736,0.6054,0.0801,-8.3033,-13.7059,29.8614,999.05
737,0.5744,0.117,-8.9574,-14.4389,30.9168,1000.0226
738,0.4878,0.108,-6.3509,-12.0884,30.7019,1000.8424
739,0.5552,0.0726,-9.6444,-16.0681,30.5245,1001.5031
740,0.5438,0.0821,,-14.5337,30.2642,1001.9989
741,0.5338,0.0996,-9.02,-15.5706,30.5949,1002.324
742,0.5648,0.0962,-7.0397,-13.6449,30.237,1002.4731
743,0.5397,0.0863,-9.7887,-16.4255,32.0116,1002.4411
744,0.5442,0.1256,-8.4557,-13.9678,30.3669,1002.2236
745,0.5411,0.1057,-8.6639,-14.6926,30.2428,1001.8161
746,0.531,0.1072,-8.6635,-14.613,30.0955,1001.215
747,0.4484,0.0923,-8.0098,-14.0175,31.4386,1000.4168
748,0.5262,0.1082,-8.0947,-14.6575,29.3406,999.419
749,0.5042,0.0936,-9.4957,-15.831,30.4922,998.2193
750,0.4794,0.0932,-9.0456,-15.3558,30.0876,996.8161
751,0.6024,0.1021,-10.7554,-17.4581,29.3351,995.2086
752,0.6092,0.0732,-9.245,-15.4971,29.6604,993.3967
753,0.5995,0.1097,-10.0157,-16.5564,30.3105,991.381
754,0.5607,0.0904,-9.5813,-15.2925,29.5772,989.1632
755,0.61,0.101,-10.827,-16.4965,30.2351,986.7455
756,0.5618,0.0701,-9.1956,-15.8424,31.1096,984.1314
757,0.5748,0.0693,-10.9114,-17.0597,30.1773,981.3253
758,0.528,0.0636,-9.4637,-14.5357,29.2165,978.3326
759,0.5925,0.0778,-10.5849,-17.0753,29.606,975.1598
760,0.5834,0.0728,-10.2978,-16.0845,29.9804,971.8146
761,0.5329,0.0636,-8.7016,-14.6488,29.9907,968.3058
762,0.5863,0.0543,-9.1552,-14.6087,30.3567,964.6432
763,0.588,0.0486,-8.6992,-14.5514,30.5297,960.8381
764,0.6651,0.0607,-8.3569,-14.5725,31.4707,956.9029
765,0.6302,0.0533,-10.2024,-16.169,30.5334,952.8511
766,0.5954,0.0484,-8.358,-14.3173,29.9605,948.6974
767,0.6044,0.0731,-10.6967,-16.7425,31.4728,944.4577
768,0.5949,0.0517,-8.889,-15.5485,31.6789,940.1491
769,0.5827,0.0662,-9.8372,-15.2157,31.2123,935.7896
770,0.5442,0.0431,-10.1391,-15.6059,,931.3984
771,0.5772,0.0512,-8.852,-15.3741,31.7797,926.9956
772,0.5481,0.0467,-8.5333,-14.6837,31.4589,922.6021
773,0.5217,0.0263,-8.5006,-14.6131,30.5382,918.2398
774,0.585,0.0633,-9.0031,-15.5813,32.3013,913.9309
775,0.5721,0.0444,-9.0109,-15.9443,32.6939,909.6987
776,0.4759,0.0551,-8.6368,-14.9721,33.2209,905.5664
777,0.5326,0.0375,-8.7582,-14.9364,32.116,901.5579
778,0.5668,0.0451,-8.513,-15.2336,32.8873,897.6971
779,0.558,0.0376,-8.7304,-14.6419,33.0945,894.008
780,,0.0635,-8.2516,-13.6702,29.564,970.3746
781,0.6416,0.0552,-10.1517,-15.7307,29.6851,972.5338
782,,0.0588,-8.8827,-14.946,29.743,974.6662
783,0.5844,0.0738,-9.8167,-16.7369,29.9522,976.7639
784,0.6346,0.0745,-8.4253,-14.0674,30.3726,978.8187
785,0.6285,0.0731,-7.2759,-13.2027,30.7607,980.8229
786,0.6571,0.0501,-8.9178,-14.7057,29.6712,982.7688
787,0.6416,0.062,-8.3928,-13.4247,30.1133,984.6488
788,0.5843,0.0616,-7.8527,-14.2652,30.0488,986.4553
789,0.5317,0.0855,-10.0831,-17.5206,30.042,988.1809
790,0.5608,0.082,,-15.3524,29.4833,989.8184
791,0.5745,0.0662,-8.1034,-13.8604,30.5308,991.3606
792,0.5503,0.0835,-10.7079,-16.6944,30.8586,992.8003
793,0.5282,0.0705,-9.1752,-15.783,30.5236,994.1305
794,0.5549,0.0903,-7.5245,-14.2344,30.6477,995.3442
795,0.5186,,-7.6221,-13.7994,30.9311,996.4347
796,0.5082,0.1016,-8.1518,-14.7749,31.5443,997.3952
797,0.5411,0.1016,-7.7795,-13.5191,30.4542,998.2191
798,0.5085,0.1215,-8.3537,-14.5594,30.0026,998.8998
799,0.531,0.1101,-8.1282,-14.4417,30.6423,999.4311
800,0.5296,0.0958,-8.8772,-15.2563,31.8099,999.8067
801,0.4714,0.1114,-8.589,-14.4574,29.9592,1000.0206
802,0.4967,0.0852,-9.2486,-15.2273,31.0153,1000.0672
803,0.5732,0.0905,-7.7963,-13.6953,31.2841,999.941
804,0.4698,0.1059,-7.6567,-13.5667,29.1295,999.6368
805,0.4329,0.0755,-7.8386,-13.8747,30.751,999.1498
806,0.445,0.1002,-9.3384,-15.855,30.8207,998.4756
807,0.5232,0.0874,-9.8443,-16.2095,30.2508,997.6104
808,0.5265,0.0995,-8.1282,-14.3255,29.9761,996.5507
809,0.5242,0.0838,-8.7814,-13.7488,29.9636,995.2937
810,,0.1001,-9.018,-15.6924,30.0775,993.8374
811,0.4306,0.0932,-9.8488,-16.0583,30.0539,992.1803
812,0.5582,0.1076,-9.0584,-15.0093,29.9063,990.3216
813,0.6098,0.0885,-10.3195,-16.4712,29.966,988.2618
814,0.5073,0.0767,-8.9912,-14.4542,30.8666,986.0017
815,0.5424,0.0804,-8.4366,-14.5909,29.4113,983.5437
816,0.5325,0.0645,-8.2699,-14.3872,29.0879,980.8906
817,0.5317,0.0828,-9.0363,-14.629,,978.0469
818,0.5591,0.0822,-10.7301,-15.8247,30.0489,975.0177
819,0.6335,0.1019,-9.4808,-14.777,29.9621,971.8097
820,0.6537,0.0621,-7.9337,-14.0021,30.1716,968.4307
821,0.5701,0.0636,-10.3399,-16.3646,,964.8895
822,0.6624,0.0572,-9.6845,-15.6611,30.0494,961.1965
823,0.5896,,-8.4914,-14.4179,30.7499,957.3634
824,0.6596,0.0637,-9.1066,-15.5303,29.9647,953.4029
825,0.5862,,-7.5877,-13.1194,30.4698,949.3293
826,0.5948,0.0678,-10.1234,-16.0201,29.4435,945.1579
827,0.6029,0.0454,-10.2885,-16.311,31.6093,940.9055
828,0.7132,0.0629,-8.4719,-15.1075,30.9455,936.5899
829,0.6169,0.0561,-10.3578,-16.3267,31.6091,932.2301
830,0.5504,0.0482,-9.5047,-16.4513,31.6585,927.8463
831,0.6123,0.0436,-9.3428,-15.6336,31.8767,923.4595
832,0.553,0.0757,-8.4022,-14.6838,31.7239,919.0917
833,0.5408,0.0363,-8.6788,-14.5353,32.1492,914.7657
834,0.5888,,-8.7431,-13.8032,31.5319,910.505
835,0.5449,0.037,-9.3695,-15.0835,31.6014,906.3335
836,0.5451,0.0677,-8.0154,-13.2912,32.4404,902.2758
837,0.5241,0.0575,-5.7085,-11.3859,32.2898,898.3565
838,0.5258,0.0396,-8.3207,-13.7582,33.7476,894.6003
839,0.5175,0.0549,-8.7422,-13.8137,33.3083,891.0321
